DATE,SPCS10RSA
2003-09-01,154.65822421329798
2003-10-01,156.814447741539
2003-11-01,159.169885151913
2003-12-01,161.642091148812
2004-01-01,164.006993387296
2004-02-01,166.418572892712
2004-03-01,169.479959483589
2004-04-01,172.48311042587602
2004-05-01,175.54215534292302
2004-06-01,178.842507623675
2004-07-01,181.52834176912498
2004-08-01,183.532419318153
2004-09-01,185.521911378954
2004-10-01,187.447483870098
2004-11-01,189.491414279152
2004-12-01,191.75942896029
2005-01-01,194.60352249536098
2005-02-01,197.778026097569
2005-03-01,201.27903298363898
2005-04-01,203.828765870219
2005-05-01,206.084312321125
2005-06-01,208.224372901967
2005-07-01,210.27658827225702
2005-08-01,212.317504924102
2005-09-01,214.97110005888698
2005-10-01,217.458601025394
2005-11-01,219.941076242238
2005-12-01,222.180449611196
2006-01-01,223.87110151482898
2006-02-01,225.63599099949698
2006-03-01,226.474799550094
2006-04-01,226.90455028193298
2006-05-01,226.64408449339803
2006-06-01,225.691003714482
2006-07-01,224.560016709119
2006-08-01,223.260312212196
2006-09-01,222.836294783828
2006-10-01,222.77792495711202
2006-11-01,222.881299932615
2006-12-01,222.562579480349
2007-01-01,222.743187011619
2007-02-01,222.96969907796
2007-03-01,222.87555982945202
2007-04-01,221.39665814314301
2007-05-01,219.28021241014702
2007-06-01,216.806884774986
2007-07-01,214.45016776670502
2007-08-01,211.93859932785801
2007-09-01,210.10575848019198
2007-10-01,207.662069221768
2007-11-01,204.161191795365
2007-12-01,200.801204982596
2008-01-01,197.467012516945
2008-02-01,193.147476699901
2008-03-01,189.303664763284
2008-04-01,185.91949709627
2008-05-01,182.550367507641
2008-06-01,179.98610663723701
2008-07-01,176.761013296763
2008-08-01,174.00904303856097
2008-09-01,170.769738744244
2008-10-01,167.802818617685
2008-11-01,165.060540376119
2008-12-01,162.26549090026398
2009-01-01,159.263602329576
2009-02-01,157.088961442572
2009-03-01,154.396631615633
2009-04-01,152.867251974623
2009-05-01,152.088141495104
2009-06-01,152.727231205929
2009-07-01,153.893365057438
2009-08-01,155.247401457546
2009-09-01,156.074020744259
2009-10-01,156.880160102866
2009-11-01,157.584703837292
2009-12-01,158.497623477744
2010-01-01,159.454392593996
2010-02-01,159.73293496072398
2010-03-01,159.427469373079
2010-04-01,160.019901382673
2010-05-01,160.261469012321
2010-06-01,160.164587317236
2010-07-01,159.738161417996
2010-08-01,158.824546145909
2010-09-01,158.088156444726
2010-10-01,157.14644700705298
2010-11-01,156.967942763423
2010-12-01,156.618683482499
2011-01-01,156.195022655854
2011-02-01,155.458731698944
2011-03-01,154.025682102248
2011-04-01,154.223835301698
2011-05-01,153.92766387665898
2011-06-01,153.730244047066
2011-07-01,153.67668672366997
2011-08-01,153.34448824096398
2011-09-01,152.833717361647
2011-10-01,151.99606510464702
2011-11-01,151.136376608855
2011-12-01,150.377084725808
2012-01-01,149.985424255175
2012-02-01,149.645184790454
2012-03-01,149.28561635359802
2012-04-01,150.491470346325
2012-05-01,152.04393152971
2012-06-01,153.579335993928
2012-07-01,154.50305946547599
2012-08-01,155.443643346906
2012-09-01,156.332640943444
2012-10-01,157.318057235261
2012-11-01,158.255142648462
2012-12-01,159.674479410634
2013-01-01,160.87803767025
2013-02-01,162.265324197487
2013-03-01,163.878803552064
2013-04-01,167.105965485064
2013-05-01,169.46012892157802
2013-06-01,171.490602911718
2013-07-01,173.489858981127
2013-08-01,175.58018561015498
2013-09-01,177.447493660381
2013-10-01,179.089564774328
2013-11-01,180.425650055929
2013-12-01,181.41106582307702
2014-01-01,182.520683622854
2014-02-01,183.192996699744
2014-03-01,184.009123529595
2014-04-01,184.68360364833802
2014-05-01,184.980604094813
2014-06-01,185.347953121526
2014-07-01,185.499859210089
2014-08-01,185.757605851288
2014-09-01,186.219732294441
2014-10-01,187.17355077052798
2014-11-01,187.900319672945
2014-12-01,188.996227719294
2015-01-01,189.89660864277198
2015-02-01,191.21353533019402
2015-03-01,191.800477187636
2015-04-01,192.586090534952
2015-05-01,193.203524138355
2015-06-01,193.68992224356202
2015-07-01,194.21601037571602
2015-08-01,194.78229118576002
2015-09-01,195.616214949822
2015-10-01,196.54585250132598
2015-11-01,197.559023601766
2015-12-01,198.23901524797
2016-01-01,199.09284182798902
2016-02-01,199.588248400657
2016-03-01,200.32191346801997
2016-04-01,201.157447791831
2016-05-01,201.555281415252
2016-06-01,202.06704791449502
2016-07-01,202.768317470302
2016-08-01,203.57207581037898
2016-09-01,204.235398248321
2016-10-01,204.95825939471402
2016-11-01,206.19605957559503
2016-12-01,207.506154503359
2017-01-01,208.988333108115
2017-02-01,209.566838733025
2017-03-01,210.13891564226003
2017-04-01,210.624535107262
2017-05-01,211.444500706013
2017-06-01,212.05320169946603
2017-07-01,213.508661684538
2017-08-01,214.585142263247
2017-09-01,216.037362008716
2017-10-01,217.26962296545102
2017-11-01,218.678498403098
2017-12-01,219.818327674955
2018-01-01,221.275388073698
2018-02-01,222.65530825958402
2018-03-01,223.166399365845
2018-04-01,223.528190403465
2018-05-01,224.038305275495
2018-06-01,224.623833279636
2018-07-01,225.320831444133
2018-08-01,225.99541660774202
2018-09-01,226.677657248831
2018-10-01,227.363810252277
2018-11-01,227.57216489067002
2018-12-01,227.76908800936403
2019-01-01,227.775905628748
2019-02-01,227.771257538632
2019-03-01,227.520233025588
2019-04-01,227.95648802061902
2019-05-01,228.453728854964
2019-06-01,228.675000789346
2019-07-01,229.047575101766
2019-08-01,229.723628491285
2019-09-01,230.398684958451
2019-10-01,231.388896033728
2019-11-01,232.29832037197102
2019-12-01,233.22163618043598
2020-01-01,233.846560946907
2020-02-01,234.48000785589298
2020-03-01,234.85436448245702
2020-04-01,234.923603079934
2020-05-01,234.90099070127002
2020-06-01,235.00020729342998
2020-07-01,237.336455401088
2020-08-01,241.32641797321202
2020-09-01,245.320774017416
2020-10-01,249.559301537195
2020-11-01,253.23549686149602
2020-12-01,256.540217077584
2021-01-01,259.809432710152
2021-02-01,262.41385962191896
2021-03-01,265.534551002695
2021-04-01,269.225398164423
2021-05-01,274.039999660402
2021-06-01,278.68838943842496
2021-07-01,282.848948799459
2021-08-01,286.406579896624
2021-09-01,289.432297083331
2021-10-01,292.6808147109
2021-11-01,295.992104357048
2021-12-01,300.099686308564
2022-01-01,305.148979627218
2022-02-01,311.607680810632
2022-03-01,317.353529228455
2022-04-01,322.04114183532903
2022-05-01,326.175750063732
2022-06-01,326.958456766146
2022-07-01,324.721610099747
2022-08-01,321.074743730117
2022-09-01,317.388768907562
2022-10-01,316.13716858601396
2022-11-01,314.763616669528
2022-12-01,313.341484441833
2023-01-01,312.88851040572
2023-02-01,313.05071465751
2023-03-01,314.89378006428296
2023-04-01,318.138625773245
